id,name,sex,age,white,degree,work_area,years_of_experience,salary
11604,Steve,M,41,False,False,IT,2,59.69
11605,Carlos,M,52,True,True,IT,17,65.79
11606,Steve,M,38,True,True,Education,16,69.5
11607,John,M,31,True,True,Health,4,49.13
11608,Mark,M,45,True,False,Transport,20,54.47
11609,Clara,F,58,True,True,Health,38,56.9
11610,Steve,M,20,False,False,IT,0,51.76
11611,Steve,M,31,False,True,Education,4,49.11
11612,Jessica,F,49,True,False,Transport,26,49.87
11613,Paula,F,31,True,False,Transport,5,36.29
11614,Steve,M,43,True,True,Education,17,47.74
11615,Clara,F,50,True,True,Education,11,51.46
11616,Steve,M,63,False,False,IT,12,63.24
11617,Maria,F,44,False,True,Education,7,47.0
11618,Tim,M,29,True,False,IT,4,59.2
11619,Tim,M,35,True,True,IT,14,78.99
11620,Maria,F,48,False,True,Health,10,52.74
11621,Elisabeth,F,19,True,True,Education,1,46.38
11622,Maria,F,58,True,False,IT,15,44.26
11623,Clara,F,20,True,False,IT,1,47.93
11624,John,M,52,False,False,IT,2,62.96
11625,Steve,M,49,True,False,Cleaning,16,40.93
11626,Jessica,F,51,False,False,Transport,30,33.37
11627,Tim,M,50,False,True,Education,32,69.79
11628,Carlos,M,55,False,True,IT,33,51.46
11629,Carlos,M,44,True,False,Transport,9,44.67
11630,Elisabeth,F,24,True,False,Transport,1,36.23
11631,Oscar,M,39,True,False,Transport,15,67.68
11632,Steve,M,65,False,True,Health,11,71.64
11633,Oscar,M,29,False,True,Health,7,60.27
11634,Jessica,F,19,True,False,IT,0,43.27
11635,Paula,F,26,True,False,IT,3,50.37
11636,Jessica,F,18,True,False,Cleaning,0,24.92
11637,Jessica,F,48,True,True,Health,17,59.24
11638,Maria,F,32,True,False,Transport,10,48.38
11639,Clara,F,53,True,False,Transport,17,37.72
11640,John,M,33,False,False,Cleaning,15,43.06
11641,John,M,27,True,True,Education,3,62.37
11642,Tim,M,41,True,True,IT,6,91.43
11643,Tim,M,27,True,False,IT,9,86.15
11644,Paula,F,46,False,False,Cleaning,12,21.72
11645,Carlos,M,59,True,False,Cleaning,13,49.45
11646,Clara,F,51,True,False,IT,30,57.3
11647,Maria,F,55,False,False,IT,30,50.18
11648,Steve,M,48,True,False,Transport,16,29.08
11649,Elisabeth,F,62,True,False,IT,30,65.72
11650,Clara,F,54,True,True,Education,9,51.19
11651,Tim,M,20,False,True,Health,1,38.65
11652,Clara,F,63,False,True,Health,15,49.84
11653,Paula,F,23,True,True,IT,5,67.58
11654,Clara,F,36,False,False,Cleaning,13,33.07
11655,Jessica,F,52,True,False,IT,17,59.11
11656,Tim,M,49,True,True,Health,16,45.8
11657,Jessica,F,62,False,True,Education,10,52.73
11658,Oscar,M,45,False,False,Cleaning,25,39.24
11659,Steve,M,55,False,False,IT,33,67.27
11660,Steve,M,48,False,True,IT,11,96.26
11661,Steve,M,60,True,False,Transport,39,39.53
11662,Mark,M,28,True,False,IT,6,59.85
11663,Carlos,M,22,True,False,Cleaning,1,37.29
11664,John,M,41,True,True,IT,22,42.11
11665,Jessica,F,44,False,True,Education,20,41.78
11666,Maria,F,54,True,False,Cleaning,23,39.78
11667,Steve,M,23,True,True,Education,3,58.75
11668,Tim,M,41,True,False,IT,2,35.72
11669,Jessica,F,58,True,True,Education,18,41.67
11670,Tim,M,59,False,True,Education,4,80.47
11671,Jessica,F,52,True,False,Cleaning,2,26.15
11672,Carlos,M,62,True,True,Education,36,62.35
11673,John,M,32,True,False,Transport,12,52.32
11674,Elisabeth,F,26,True,True,IT,0,43.8
11675,Jessica,F,30,True,True,Education,0,39.01
11676,Elisabeth,F,30,False,False,IT,10,49.78
11677,Steve,M,42,False,True,IT,22,95.88
11678,Maria,F,47,False,False,Transport,1,25.7
11679,Mark,M,25,True,True,Health,2,54.57
11680,Elisabeth,F,51,False,True,IT,2,37.71
11681,Carlos,M,22,True,False,Transport,4,43.52
11682,Maria,F,51,False,False,Transport,26,27.24
11683,Jessica,F,56,False,True,Health,18,59.73
11684,John,M,37,True,False,IT,6,40.51
11685,Clara,F,35,True,False,IT,6,35.87
11686,Steve,M,21,True,False,Transport,0,42.86
11687,Carlos,M,53,False,True,Health,35,77.48
11688,Clara,F,33,True,False,Transport,8,40.91
11689,Steve,M,65,False,False,Cleaning,11,29.5
11690,Mark,M,52,True,True,Education,25,70.6
11691,Paula,F,32,True,True,Education,13,44.79
11692,Carlos,M,60,True,False,Transport,22,31.52
11693,Tim,M,32,False,True,IT,2,46.81
11694,John,M,36,False,False,IT,7,59.36
11695,Paula,F,64,False,True,Education,23,52.17
11696,Paula,F,36,False,False,IT,3,40.69
11697,Maria,F,57,False,False,Cleaning,5,28.4
11698,Jessica,F,23,False,False,Cleaning,0,25.05
11699,Mark,M,49,True,False,Cleaning,8,27.49
11700,Mark,M,33,True,False,IT,12,45.7
11701,Carlos,M,19,False,False,Transport,1,38.15
11702,Carlos,M,20,False,True,IT,1,72.55
11703,Maria,F,50,False,True,IT,17,65.87
11704,Clara,F,36,False,True,Health,1,37.19
11705,Paula,F,22,False,False,Transport,1,35.28
11706,Maria,F,49,True,False,IT,1,36.65
11707,Oscar,M,30,True,False,IT,4,61.69
11708,Elisabeth,F,29,True,False,Transport,3,32.2
11709,Steve,M,35,True,False,Cleaning,6,46.27
11710,Carlos,M,32,True,False,Transport,4,42.26
11711,Elisabeth,F,43,True,False,Cleaning,21,47.05
11712,Jessica,F,18,False,True,Education,0,43.35
11713,Steve,M,56,True,False,Transport,21,42.3
11714,Jessica,F,37,False,False,Transport,12,36.77
11715,Clara,F,29,False,False,IT,10,48.59
11716,Maria,F,33,True,False,Transport,9,41.82
11717,John,M,46,False,False,IT,14,37.66
11718,Steve,M,26,True,True,Health,0,46.29
11719,John,M,55,True,False,IT,13,76.07
11720,Clara,F,65,True,False,Transport,34,45.99
11721,Steve,M,45,False,False,Transport,13,48.8
11722,Tim,M,30,True,False,Cleaning,12,58.29
11723,Steve,M,51,False,False,IT,0,36.4
11724,Mark,M,34,True,False,Transport,10,46.13
11725,Carlos,M,22,False,False,Cleaning,1,27.58
11726,John,M,57,True,True,Health,4,49.85
11727,Elisabeth,F,41,True,True,Health,20,61.9
11728,Jessica,F,39,True,False,Cleaning,19,39.9
11729,Clara,F,55,True,True,IT,18,72.52
11730,Clara,F,48,True,True,Education,10,50.05
11731,Oscar,M,33,True,False,Transport,3,54.11
11732,Tim,M,25,False,True,Health,0,44.01
11733,Elisabeth,F,33,True,True,Education,8,42.51
11734,Tim,M,33,True,False,IT,0,39.29
11735,Mark,M,40,True,True,IT,10,88.69
11736,John,M,25,False,False,IT,7,44.39
11737,John,M,24,True,False,Transport,4,31.88
11738,Clara,F,63,False,True,Education,31,40.75
11739,Clara,F,21,False,False,Cleaning,3,27.1
11740,John,M,52,True,False,IT,10,40.84
11741,Maria,F,29,False,False,Cleaning,10,34.84
11742,Paula,F,47,True,True,Education,11,56.38
11743,Oscar,M,48,False,False,IT,22,59.76
11744,Steve,M,47,False,True,Education,12,55.07
11745,Tim,M,52,True,False,Cleaning,28,58.96
11746,Mark,M,26,False,False,Transport,3,29.05
11747,Maria,F,53,True,False,Transport,19,37.47
11748,Elisabeth,F,60,True,False,IT,13,55.6
11749,Oscar,M,23,False,False,IT,4,53.49
11750,Maria,F,37,True,True,Health,11,61.65
11751,John,M,63,True,False,IT,6,62.68
11752,Carlos,M,25,False,False,Cleaning,3,28.12
11753,Carlos,M,65,False,True,Health,34,73.16
11754,John,M,56,True,True,Education,38,43.91
11755,Mark,M,62,True,True,Education,14,64.32
11756,Tim,M,61,True,False,Cleaning,41,43.56
11757,Maria,F,46,True,True,Education,21,60.46
11758,Mark,M,21,False,True,Health,2,54.18
11759,Clara,F,24,False,False,Cleaning,2,34.03
11760,Tim,M,58,True,False,Cleaning,23,29.84
11761,Steve,M,59,False,False,IT,21,66.74
11762,Tim,M,56,False,False,Cleaning,27,44.17
11763,Jessica,F,34,True,False,IT,11,56.75
11764,Jessica,F,18,True,False,Cleaning,0,26.08
11765,Clara,F,20,True,False,IT,2,53.18
11766,Oscar,M,40,False,True,Education,0,48.61
11767,Paula,F,26,True,False,Transport,4,39.27
11768,Tim,M,51,True,True,Education,8,51.43
11769,Tim,M,24,True,True,IT,0,57.83
11770,Elisabeth,F,50,True,True,Education,21,49.92
11771,Clara,F,36,True,False,Transport,10,28.23
11772,Oscar,M,24,False,False,IT,0,43.47
11773,Elisabeth,F,30,True,False,IT,8,37.42
11774,Jessica,F,19,True,True,Education,0,40.55
11775,Paula,F,37,True,True,Health,4,45.8
11776,Mark,M,51,False,True,IT,32,63.42
11777,Steve,M,35,False,True,IT,8,51.05
11778,Oscar,M,56,True,False,Cleaning,37,38.19
11779,Oscar,M,31,False,False,IT,6,40.15
11780,Jessica,F,18,True,False,IT,0,37.54
11781,Carlos,M,51,False,True,Education,9,44.2
11782,Carlos,M,53,False,True,Education,18,56.37
11783,John,M,36,False,False,Transport,17,32.62
11784,John,M,49,True,True,IT,18,73.69
11785,Carlos,M,18,True,False,IT,0,58.31
11786,Tim,M,37,False,False,IT,3,47.7
11787,Clara,F,19,True,True,Health,1,33.19
11788,Maria,F,53,False,False,IT,33,57.22
11789,Maria,F,41,False,False,IT,7,45.37
11790,Clara,F,19,False,True,Education,1,41.75
11791,Clara,F,30,False,True,Education,10,47.35
11792,Maria,F,60,True,False,Transport,4,31.62
11793,John,M,61,True,False,IT,23,62.62
11794,John,M,58,False,True,Education,33,56.66
11795,Steve,M,28,False,False,IT,2,37.03
11796,Oscar,M,51,True,False,Cleaning,29,32.33
11797,John,M,26,False,False,Cleaning,3,34.77
11798,Steve,M,45,False,True,IT,11,26.12
11799,Steve,M,35,True,True,IT,14,54.68
11800,Maria,F,63,True,False,IT,41,61.49
11801,Carlos,M,31,False,False,IT,9,62.57
11802,Mark,M,57,True,False,Transport,7,37.12
11803,Steve,M,46,False,False,IT,7,68.15
11804,Jessica,F,33,True,True,Health,9,45.52
11805,Tim,M,27,True,False,IT,3,44.93
11806,Steve,M,64,False,True,Education,38,38.46
11807,John,M,21,False,True,Health,1,51.27
11808,Paula,F,29,False,False,Cleaning,6,22.44
11809,Maria,F,26,True,False,IT,7,45.77
11810,Elisabeth,F,62,False,True,Health,38,61.51
11811,Steve,M,21,False,True,IT,1,47.46
11812,Steve,M,39,False,False,Transport,17,48.3
11813,Mark,M,37,True,True,IT,6,46.95
11814,Maria,F,53,False,False,IT,21,41.27
11815,Elisabeth,F,44,False,False,Transport,19,42.89
11816,Elisabeth,F,63,True,False,Cleaning,10,42.5
11817,Oscar,M,24,False,False,Transport,0,45.1
11818,John,M,47,True,False,Cleaning,8,35.53
11819,Paula,F,42,True,True,Health,13,40.09
11820,Steve,M,64,True,True,IT,19,72.66
11821,Elisabeth,F,49,True,False,Transport,10,34.15
11822,Clara,F,53,False,False,IT,18,51.39
11823,Jessica,F,41,True,False,Transport,17,44.64
11824,Tim,M,35,False,False,Cleaning,10,42.75
11825,Jessica,F,27,True,False,Cleaning,0,32.89
11826,Clara,F,34,False,False,Transport,6,30.8
11827,Elisabeth,F,32,False,True,Education,1,41.62
11828,Maria,F,20,True,False,IT,1,44.94
11829,Jessica,F,23,False,True,Education,1,36.58
11830,Steve,M,31,False,False,IT,6,52.21
11831,John,M,30,True,True,Education,12,62.25
11832,Clara,F,36,True,False,IT,9,52.5
11833,Jessica,F,38,False,False,Cleaning,6,32.87
11834,Oscar,M,45,True,True,Health,16,54.17
11835,Maria,F,32,False,False,IT,2,39.38
11836,Tim,M,39,True,False,Transport,6,36.25
11837,Paula,F,32,False,False,IT,9,44.07
11838,Paula,F,36,False,False,Transport,0,38.06
11839,Maria,F,57,True,True,Education,16,34.15
11840,Mark,M,32,True,True,IT,6,71.77
11841,Clara,F,48,True,False,IT,16,56.33
11842,Paula,F,23,True,True,IT,1,48.21
11843,Clara,F,19,False,True,Health,1,45.93
11844,Carlos,M,42,True,False,Transport,15,51.05
11845,Elisabeth,F,36,True,False,Transport,17,49.52
11846,Oscar,M,55,False,False,IT,30,51.14
11847,Paula,F,38,True,True,Education,5,44.64
11848,Carlos,M,49,False,True,Health,22,77.45
11849,Carlos,M,65,True,False,Cleaning,6,15.0
11850,Steve,M,38,True,True,Education,5,40.86
11851,Elisabeth,F,28,True,True,Education,7,38.19
11852,Carlos,M,55,True,False,Transport,32,47.84
11853,Elisabeth,F,40,True,False,Cleaning,22,35.95
11854,Tim,M,34,True,False,Transport,15,44.84
11855,Paula,F,46,False,False,IT,5,50.78
11856,Carlos,M,24,True,True,Health,0,46.7
11857,Elisabeth,F,27,True,False,Transport,9,36.21
11858,Elisabeth,F,29,False,False,Transport,6,31.07
11859,Paula,F,50,True,False,Transport,11,43.7
11860,Steve,M,65,False,False,Transport,7,57.5
11861,Tim,M,62,False,True,IT,32,58.69
11862,Elisabeth,F,65,True,True,Education,17,51.31
11863,Elisabeth,F,55,True,False,Cleaning,5,35.26
11864,Clara,F,24,False,False,IT,2,36.01
11865,John,M,35,True,False,IT,8,35.72
11866,Elisabeth,F,22,True,True,IT,0,59.78
11867,Elisabeth,F,65,False,False,Transport,32,35.69
11868,Steve,M,56,True,True,Health,7,55.7
11869,Carlos,M,47,False,True,Education,17,70.99
11870,Steve,M,19,True,False,Transport,1,25.84
11871,John,M,35,False,False,Transport,15,38.58
11872,Paula,F,42,False,False,Cleaning,7,26.58
11873,Jessica,F,31,False,False,Cleaning,11,36.86
11874,Maria,F,65,True,False,Transport,30,44.52
11875,John,M,61,False,False,IT,15,68.3
11876,Tim,M,25,False,False,Transport,3,46.48
11877,John,M,23,True,True,Education,3,47.51
11878,Clara,F,18,True,True,IT,0,50.83
11879,Mark,M,57,True,True,Education,36,67.91
11880,Tim,M,53,False,False,Cleaning,17,23.43
11881,Clara,F,22,True,True,Education,1,31.78
11882,Steve,M,18,False,True,IT,0,63.9
11883,Jessica,F,59,False,True,Health,2,47.86
11884,Paula,F,33,False,True,IT,10,50.69
11885,Carlos,M,46,True,False,IT,11,64.58
11886,Paula,F,39,True,True,Health,15,45.88
11887,Mark,M,41,False,True,Education,18,48.38
11888,Elisabeth,F,20,True,True,Health,0,50.39
11889,John,M,53,True,False,Transport,32,42.04
11890,Tim,M,44,False,True,IT,24,65.32
11891,Mark,M,23,True,False,IT,3,55.89
11892,Jessica,F,61,True,False,Cleaning,8,25.82
11893,Elisabeth,F,27,True,False,Transport,3,29.34
11894,Steve,M,52,False,True,Health,14,43.58
11895,Mark,M,45,True,False,Transport,1,36.17
11896,Oscar,M,58,False,True,Education,1,60.89
11897,John,M,20,True,False,IT,1,49.78
11898,Tim,M,45,True,False,Transport,6,33.59
11899,Carlos,M,32,True,True,Health,13,49.45
11900,Tim,M,21,False,True,IT,3,68.06
11901,Clara,F,39,False,False,Transport,6,30.82
11902,Steve,M,44,True,True,Education,19,60.3
11903,Clara,F,43,True,True,IT,20,84.76
11904,Steve,M,51,True,True,IT,13,66.24
11905,Clara,F,50,False,True,Education,24,45.96
11906,Oscar,M,45,False,False,Cleaning,8,22.5
11907,Elisabeth,F,31,True,True,IT,10,61.08
11908,Jessica,F,61,True,True,Health,39,58.29
11909,Maria,F,41,False,False,Transport,11,32.73
11910,Elisabeth,F,43,True,False,Transport,17,47.4
11911,Steve,M,39,True,False,Transport,6,51.05
11912,Elisabeth,F,62,True,False,Transport,31,51.54
11913,Oscar,M,60,False,False,IT,28,46.78
11914,Jessica,F,57,True,False,IT,10,47.59
11915,Elisabeth,F,38,True,False,Cleaning,10,30.5
11916,Clara,F,26,True,True,Health,6,39.43
11917,Maria,F,54,True,False,Transport,11,35.23
11918,Clara,F,20,True,False,IT,0,36.32
11919,Paula,F,46,True,False,Transport,4,36.61
11920,Tim,M,18,False,True,Education,0,53.86
11921,Tim,M,65,False,False,IT,33,66.08
11922,Steve,M,57,False,True,Health,15,39.04
11923,Oscar,M,23,True,False,Transport,3,50.47
11924,Maria,F,48,True,False,IT,19,55.46
11925,Mark,M,51,False,False,Cleaning,32,22.32
11926,Jessica,F,65,True,True,IT,0,45.56
11927,John,M,64,True,True,Health,36,57.7
11928,Clara,F,19,True,False,Transport,0,35.02
11929,Oscar,M,29,True,True,Health,3,48.97
11930,Mark,M,20,False,True,IT,1,57.01
11931,Paula,F,35,False,False,IT,1,42.82
11932,Clara,F,39,False,True,IT,14,74.84
11933,Oscar,M,42,True,True,Health,18,83.46
11934,Paula,F,19,False,False,IT,0,34.64
11935,Carlos,M,27,False,False,IT,7,47.81
11936,Oscar,M,49,False,False,Transport,22,45.62
11937,Tim,M,29,True,False,Transport,7,20.03
11938,Jessica,F,44,True,False,Cleaning,12,39.16
11939,Steve,M,44,False,False,Cleaning,18,39.67
11940,Paula,F,51,False,False,Transport,10,45.13
11941,Maria,F,44,True,False,Transport,6,41.27
11942,Carlos,M,62,True,True,IT,36,52.65
11943,Paula,F,22,True,True,Health,4,44.07
11944,Steve,M,54,True,False,IT,13,74.05
11945,Carlos,M,60,True,False,Cleaning,20,29.99
11946,Tim,M,50,True,False,Transport,14,46.94
11947,Maria,F,63,True,True,Health,35,53.99
11948,Oscar,M,43,True,False,Transport,19,51.79
11949,Steve,M,28,True,True,IT,1,66.51
11950,Maria,F,24,True,False,Transport,3,25.89
11951,Maria,F,23,True,True,Health,1,49.6
11952,Elisabeth,F,40,True,False,Transport,12,41.72
11953,Jessica,F,35,False,False,Transport,0,25.62
11954,Tim,M,40,True,True,Education,20,91.74
11955,Jessica,F,33,False,False,Cleaning,5,29.2
11956,Tim,M,46,True,False,IT,3,40.82
11957,Paula,F,51,False,True,Education,4,47.07
11958,Jessica,F,50,True,False,Cleaning,7,30.64
11959,Paula,F,52,False,True,Health,7,45.58
11960,Mark,M,23,False,False,Cleaning,1,35.53
11961,Maria,F,33,True,True,Health,10,63.36
11962,Steve,M,52,True,False,IT,0,50.79
11963,Tim,M,28,False,True,Education,5,57.48
11964,Paula,F,39,False,False,IT,0,49.23
11965,Carlos,M,26,True,False,Transport,3,42.11
11966,Mark,M,40,False,True,Education,3,58.66
11967,Paula,F,56,True,False,IT,28,44.62
11968,Maria,F,56,True,False,Transport,36,32.06
11969,Oscar,M,55,False,True,IT,1,57.31
11970,Tim,M,34,True,False,Transport,12,50.06
11971,Elisabeth,F,54,False,False,Cleaning,34,38.61
11972,Carlos,M,54,False,True,IT,19,62.52
11973,Jessica,F,60,True,False,IT,1,50.68
11974,Oscar,M,18,False,False,Transport,0,22.0
11975,Tim,M,59,False,True,IT,26,71.43
11976,Jessica,F,57,False,False,Cleaning,2,25.01
11977,Carlos,M,51,True,False,IT,26,80.72
11978,Elisabeth,F,36,True,False,Cleaning,0,28.6
11979,Mark,M,27,True,False,Transport,7,16.43
11980,Mark,M,24,False,False,Cleaning,0,35.4
11981,Oscar,M,47,False,True,Health,20,52.9
11982,Mark,M,35,False,False,Cleaning,7,33.74
11983,John,M,64,True,True,IT,36,47.43
11984,Maria,F,65,False,False,Transport,22,34.27
11985,Mark,M,45,True,False,Transport,0,40.67
11986,Mark,M,43,True,False,Transport,11,58.25
11987,Carlos,M,54,True,True,IT,8,51.69
11988,Mark,M,41,True,True,Health,1,27.32
11989,Jessica,F,38,True,False,IT,20,57.73
11990,Maria,F,36,False,False,IT,16,54.87
11991,Steve,M,22,True,False,Transport,0,25.44
11992,Jessica,F,63,False,False,IT,26,39.05
11993,Tim,M,53,True,False,IT,26,80.54
11994,Tim,M,63,True,True,IT,45,59.57
11995,Clara,F,61,False,False,IT,28,59.36
11996,Elisabeth,F,49,False,True,IT,23,57.87
11997,Tim,M,39,True,True,Health,16,68.3
11998,Oscar,M,33,False,True,Education,7,64.57
11999,Elisabeth,F,19,True,True,Health,1,49.77
12000,Oscar,M,30,True,False,Transport,6,45.23
12001,Mark,M,65,False,False,Transport,17,47.49
12002,John,M,41,False,True,Health,22,55.25
12003,Jessica,F,22,True,True,Education,1,42.07
12004,Elisabeth,F,32,True,True,Education,10,45.71
12005,Mark,M,22,False,False,IT,3,46.87
12006,Maria,F,26,True,False,IT,3,37.63
12007,Jessica,F,20,True,False,Transport,2,26.82
12008,Jessica,F,65,False,False,Transport,28,27.33
12009,Jessica,F,34,False,True,Health,10,43.52
12010,Oscar,M,48,True,False,Cleaning,28,59.77
12011,Clara,F,64,True,False,Transport,25,43.18
12012,Elisabeth,F,36,True,False,Cleaning,6,35.08
12013,John,M,20,True,False,Transport,0,25.99
12014,John,M,51,False,False,Transport,31,40.11
12015,Clara,F,38,False,True,Health,11,52.1
12016,Paula,F,41,True,False,Transport,14,35.63
12017,Paula,F,18,True,True,Health,0,52.46
12018,Steve,M,61,True,False,Cleaning,27,30.13
12019,Clara,F,19,True,False,Cleaning,1,37.86
12020,Elisabeth,F,53,False,True,Education,26,51.68
12021,Paula,F,43,True,False,IT,24,48.8
12022,Tim,M,33,True,True,IT,6,43.7
12023,Carlos,M,18,False,True,IT,0,63.67
12024,Mark,M,63,True,True,Education,42,35.05
12025,Clara,F,56,True,True,IT,6,60.81
12026,Tim,M,55,True,True,Health,1,50.58
12027,Maria,F,36,False,False,IT,4,34.3
12028,Carlos,M,56,True,False,Transport,8,29.38
12029,Jessica,F,60,False,True,IT,16,46.33
12030,Clara,F,29,False,True,Health,10,58.63
12031,Maria,F,36,True,True,Health,13,43.73
12032,Jessica,F,50,False,True,Education,15,43.23
12033,Steve,M,52,True,True,IT,27,59.68
12034,Maria,F,41,True,False,Cleaning,15,30.58
12035,Elisabeth,F,63,False,True,IT,1,48.57
12036,Clara,F,54,True,True,IT,13,58.6
12037,Maria,F,45,True,False,Transport,4,29.8
12038,Oscar,M,64,True,False,Transport,24,26.52
12039,Maria,F,37,True,False,IT,17,55.83
12040,Clara,F,65,True,True,IT,6,52.94
12041,Steve,M,50,True,True,IT,9,66.7
12042,Steve,M,59,True,False,Transport,34,49.67
12043,Oscar,M,60,False,False,IT,9,52.7
12044,Jessica,F,45,True,False,IT,5,41.59
12045,Mark,M,37,True,False,Transport,18,47.47
12046,Mark,M,43,True,False,Cleaning,13,47.44
12047,Clara,F,39,True,False,Cleaning,12,36.6
12048,Oscar,M,40,False,False,Transport,9,30.05
12049,Paula,F,56,True,False,Cleaning,15,33.4
12050,Carlos,M,54,False,True,Education,27,46.55
12051,Elisabeth,F,35,True,False,Cleaning,12,39.86
12052,Elisabeth,F,45,True,False,Transport,10,43.1
12053,Maria,F,54,False,False,Cleaning,4,28.04
12054,Mark,M,39,True,False,Cleaning,15,50.94
12055,Elisabeth,F,52,True,False,Transport,5,43.12
12056,Steve,M,30,True,False,IT,9,47.41
12057,Mark,M,36,True,True,IT,17,51.66
12058,Elisabeth,F,41,False,False,IT,1,34.33
12059,Elisabeth,F,24,True,True,Education,4,42.89
12060,Clara,F,25,False,False,IT,7,50.67
12061,Steve,M,25,True,True,IT,4,71.92
12062,Carlos,M,47,True,True,Education,14,72.54
12063,Clara,F,34,True,True,IT,15,70.7
12064,Clara,F,55,False,False,Cleaning,13,33.75
12065,Carlos,M,30,False,True,Health,12,35.22
12066,Mark,M,64,True,False,Transport,17,23.88
12067,Steve,M,19,False,True,Education,0,34.76
12068,Jessica,F,35,True,False,IT,0,37.81
12069,Jessica,F,25,False,True,Education,2,37.17
12070,Carlos,M,55,False,False,Transport,26,38.22
12071,Clara,F,31,True,False,IT,9,42.45
12072,Oscar,M,44,True,False,Cleaning,17,42.42
12073,Jessica,F,32,True,False,Cleaning,9,42.08
12074,Clara,F,27,False,False,IT,1,41.31
12075,Paula,F,53,False,False,Cleaning,27,32.72
12076,Steve,M,50,False,False,Cleaning,20,32.58
12077,Oscar,M,43,False,True,Health,13,47.35
12078,Oscar,M,62,True,False,Cleaning,13,45.51
12079,Maria,F,50,True,False,IT,17,59.83
12080,Maria,F,41,False,True,Health,10,50.52
12081,Paula,F,60,False,True,IT,39,63.27
12082,Mark,M,58,True,True,Health,20,67.69
12083,Carlos,M,65,False,True,IT,37,79.37
12084,Mark,M,53,False,False,Cleaning,0,17.26
12085,Elisabeth,F,36,False,True,IT,18,64.29
12086,Clara,F,20,True,True,Education,2,39.25
12087,John,M,43,True,False,IT,5,45.92
12088,Elisabeth,F,21,True,True,Education,2,50.12
12089,Jessica,F,33,True,False,IT,14,49.52
12090,Clara,F,31,False,False,Transport,12,44.84
12091,Oscar,M,41,False,True,IT,1,63.04
12092,Jessica,F,63,False,True,Health,15,49.78
12093,Mark,M,44,True,True,Education,22,60.86
12094,Mark,M,31,True,True,Health,5,54.23
12095,Maria,F,42,True,True,Health,24,53.86
12096,Clara,F,52,True,False,Cleaning,15,26.7
12097,Oscar,M,38,False,True,IT,10,63.38
12098,Jessica,F,40,True,True,Health,5,42.8
12099,Clara,F,59,True,False,Cleaning,40,31.72
12100,Mark,M,42,True,True,Education,15,55.89
12101,Tim,M,48,True,False,Cleaning,21,54.47
12102,John,M,42,False,False,IT,9,39.01
12103,Oscar,M,18,True,True,Education,0,50.89
12104,Elisabeth,F,46,False,True,IT,6,57.04
12105,Paula,F,62,False,True,Health,38,55.15
12106,Oscar,M,55,True,True,Health,31,77.15
12107,Jessica,F,50,False,False,IT,0,43.7
12108,Oscar,M,47,True,False,Cleaning,1,33.85
12109,John,M,58,True,False,Transport,21,58.6
12110,Clara,F,30,True,True,IT,6,53.61
12111,Paula,F,22,True,False,Transport,1,41.03
12112,Paula,F,18,False,False,Cleaning,0,29.63
12113,Jessica,F,45,True,True,Education,14,45.06
12114,Clara,F,22,True,True,IT,2,54.35
12115,Steve,M,35,False,True,Health,4,47.4
12116,Clara,F,64,False,True,Education,39,52.54
12117,Mark,M,47,True,True,Health,23,65.93
12118,Paula,F,33,True,False,Transport,2,33.3
12119,Carlos,M,19,False,False,IT,0,55.04
12120,Paula,F,38,False,False,Cleaning,19,29.04
12121,Elisabeth,F,65,False,True,Education,8,48.52
12122,Jessica,F,52,True,True,IT,17,54.52
12123,Maria,F,46,False,False,Transport,17,41.69
12124,Paula,F,54,False,True,Health,34,52.15
12125,Steve,M,42,False,True,Health,2,54.81
12126,Carlos,M,48,True,True,IT,7,37.57
12127,John,M,54,False,False,Transport,26,57.93
12128,Oscar,M,62,True,False,Cleaning,0,37.17
12129,Paula,F,22,False,True,IT,0,44.42
12130,Maria,F,37,True,False,Transport,16,48.69
12131,Carlos,M,48,True,True,IT,27,81.34
12132,Elisabeth,F,54,True,False,IT,23,61.87
12133,Elisabeth,F,58,True,True,Education,23,43.52
12134,Steve,M,54,False,False,IT,23,69.15
12135,Oscar,M,19,False,False,Cleaning,0,23.4
12136,Jessica,F,53,True,False,Transport,15,52.26
12137,Paula,F,41,False,True,Education,22,55.75
12138,Carlos,M,49,False,True,Education,18,46.99
12139,Mark,M,61,True,True,Health,29,61.79
12140,Mark,M,46,False,True,Health,6,56.38
12141,Paula,F,28,False,False,Transport,8,35.21
12142,Mark,M,54,True,False,Cleaning,6,40.25
12143,Mark,M,29,True,True,Health,10,69.49
12144,Oscar,M,30,False,True,Education,8,63.0
12145,Steve,M,21,True,False,Cleaning,2,36.89
12146,John,M,18,False,True,Education,0,53.69
12147,Mark,M,45,False,True,Health,7,39.59
12148,Jessica,F,45,True,True,Health,24,56.84
12149,Tim,M,38,False,True,Education,5,62.89
12150,Clara,F,28,False,False,Cleaning,7,27.94
12151,Mark,M,51,True,False,Cleaning,10,39.58
12152,Jessica,F,42,False,False,Cleaning,17,22.23
12153,Oscar,M,44,False,True,Education,15,56.0
12154,Clara,F,35,False,False,Cleaning,10,34.04
12155,Oscar,M,51,False,True,Health,32,46.71
12156,Clara,F,33,False,False,Transport,10,37.1
12157,Paula,F,25,False,True,Health,5,49.65
12158,Clara,F,47,False,False,IT,1,29.95
12159,Maria,F,42,False,False,Transport,16,43.55
